coop_name,coop_size,gender_nanmean,gender_nanmedian,gender_N,age_nanmean,age_nanmedian,age_N,years_farming_nanmean,years_farming_nanmedian,years_farming_N,num_wives_nanmean,num_wives_nanmedian,num_wives_N,wife_trades_nanmean,wife_trades_nanmedian,wife_trades_N,wife_food_crops_nanmean,wife_food_crops_nanmedian,wife_food_crops_N,wife_crafts_nanmean,wife_crafts_nanmedian,wife_crafts_N,num_children_nanmean,num_children_nanmedian,num_children_N,num_young_children_nanmean,num_young_children_nanmedian,num_young_children_N,num_older_children_nanmean,num_older_children_nanmedian,num_older_children_N,num_children_in_school_nanmean,num_children_in_school_nanmedian,num_children_in_school_N,children_working_nanmean,children_working_nanmedian,children_working_N,housing_material_nanmean,housing_material_nanmedian,housing_material_N,access_electricity_nanmean,access_electricity_nanmedian,access_electricity_N,access_drinking_water_nanmean,access_drinking_water_nanmedian,access_drinking_water_N,access_healthcare_nanmean,access_healthcare_nanmedian,access_healthcare_N,wants_credit_nanmean,wants_credit_nanmedian,wants_credit_N,credit_from_coop_nanmean,credit_from_coop_nanmedian,credit_from_coop_N,credit_from_third_party_nanmean,credit_from_third_party_nanmedian,credit_from_third_party_N,credit_from_bank_nanmean,credit_from_bank_nanmedian,credit_from_bank_N,has_loan_nanmean,has_loan_nanmedian,has_loan_N,loan_amount_nanmean,loan_amount_nanmedian,loan_amount_N,loan_rate_nanmean,loan_rate_nanmedian,loan_rate_N,has_bridge_loan_nanmean,has_bridge_loan_nanmedian,has_bridge_loan_N,bridge_loan_amount_nanmean,bridge_loan_amount_nanmedian,bridge_loan_amount_N,pledged_output_nanmean,pledged_output_nanmedian,pledged_output_N,wants_bridge_loan_nanmean,wants_bridge_loan_nanmedian,wants_bridge_loan_N,wants_bridge_loan_amount_nanmean,wants_bridge_loan_amount_nanmedian,wants_bridge_loan_amount_N,input_use_nanmean,input_use_nanmedian,input_use_N,input_cost_nanmean,input_cost_nanmedian,input_cost_N,inputs_useful_nanmean,inputs_useful_nanmedian,inputs_useful_N,interest_use_inputs_nanmean,interest_use_inputs_nanmedian,interest_use_inputs_N,interest_insurance_nanmean,interest_insurance_nanmedian,interest_insurance_N,use_ag_services_nanmean,use_ag_services_nanmedian,use_ag_services_N,ag_services_quality_nanmean,ag_services_quality_nanmedian,ag_services_quality_N,ag_services_frequency_nanmean,ag_services_frequency_nanmedian,ag_services_frequency_N,interest_ag_services_nanmean,interest_ag_services_nanmedian,interest_ag_services_N,last_price_nanmean,last_price_nanmedian,last_price_N,num_plots_nanmean,num_plots_nanmedian,num_plots_N,total_ha_nanmean,total_ha_nanmedian,total_ha_N,fraction_in_school_nanmean,fraction_in_school_nanmedian,fraction_in_school_N,fraction_in_school_binned_nanmean,fraction_in_school_binned_nanmedian,fraction_in_school_binned_N,num_older_children_binned_nanmean,num_older_children_binned_nanmedian,num_older_children_binned_N,num_young_children_binned_nanmean,num_young_children_binned_nanmedian,num_young_children_binned_N,income_nanmean,income_nanmedian,income_N,nonzero_income_nanmean,nonzero_income_nanmedian,nonzero_income_N,income_binned_nanmean,income_binned_nanmedian,income_binned_N,num_plots_binned_nanmean,num_plots_binned_nanmedian,num_plots_binned_N,years_farming_binned_nanmean,years_farming_binned_nanmedian,years_farming_binned_N,age_binned_nanmean,age_binned_nanmedian,age_binned_N,num_children_binned_nanmean,num_children_binned_nanmedian,num_children_binned_N,num_wives_binned_nanmean,num_wives_binned_nanmedian,num_wives_binned_N,education_level_binned_nanmean,education_level_binned_nanmedian,education_level_binned_N,wife_roles_nanmean,wife_roles_nanmedian,wife_roles_N,creditworthy_nanmean,creditworthy_nanmedian,creditworthy_N
Gie femme,52,0.8461538461538461,1.0,52.0,42.69230769230769,42.5,52.0,12.23076923076923,10.0,52.0,0.23076923076923078,0.0,52,0.3269230769230769,0,52,0.019230769230769232,0,52,0.019230769230769232,0,52,4.096153846153846,4.0,52.0,0.8653846153846154,0.0,52,3.1153846153846154,3.0,52,2.0961538461538463,2.0,52,1.1568627450980393,1.0,51.0,1.9038461538461537,2.0,52.0,0.8461538461538461,1.0,52.0,2.0,2.0,52.0,0.6346153846153846,0.0,52.0,3.3461538461538463,4.0,52.0,0.5769230769230769,1.0,52.0,0.4807692307692308,0.0,52.0,0.09615384615384616,0.0,52.0,0.057692307692307696,0.0,52.0,216666.66666666666,200000.0,3.0,18.0,18.0,3.0,1634.6153846153845,0.0,52.0,1923.076923076923,0,52,0.15,0.0,40.0,0.05,0.0,40.0,5096.153846153846,0.0,52.0,3.8846153846153846,4.0,52.0,28750.0,0.0,52.0,0.7115384615384616,1.0,52.0,0.4423076923076923,0.0,52.0,1.1538461538461537,1.0,52.0,1.5384615384615385,2.0,52.0,1.7647058823529411,2.0,51.0,3.0,4.0,46.0,1.1538461538461537,1.0,52.0,167.8846153846154,135.0,52.0,1.5384615384615385,1.0,52.0,1.4970588235294118,1.0,17.0,0.491500553709856,0.5,43.0,1.930232558139535,2.0,43.0,1.0961538461538463,1.0,52.0,0.4807692307692308,0.0,52.0,63223.07692307692,35000.0,52.0,88854.05405405405,60000.0,37.0,0.5,0.0,52.0,0.25,0.0,52.0,1.0,1.0,52.0,1.8076923076923077,2.0,52.0,0.6923076923076923,1.0,52.0,0.23076923076923078,0.0,52.0,0.3269230769230769,0.0,52.0,0.2,0.0,10.0,0.06,0.0,50.0
Coynite,13,0.15384615384615385,0.0,13.0,45.0,47.0,13.0,24.23076923076923,20.0,13.0,0.7692307692307693,1.0,13,0.23076923076923078,0,13,0.15384615384615385,0,13,0.0,0,13,6.3076923076923075,7.0,13.0,1.6153846153846154,2.0,13,3.076923076923077,3.0,13,3.6923076923076925,3.0,13,1.0,1.0,13.0,1.6153846153846154,2.0,13.0,0.38461538461538464,0.0,13.0,1.9230769230769231,2.0,13.0,0.6153846153846154,1.0,13.0,2.3076923076923075,3.0,13.0,1.0,1.0,13.0,0.6153846153846154,1.0,13.0,0.0,0.0,13.0,0.0,0.0,13.0,,,0.0,,,0.0,0.0,0.0,13.0,0.0,0,13,0.0,0.0,1.0,0.0,0.0,1.0,11538.461538461539,0.0,13.0,3.8461538461538463,4.0,13.0,74615.38461538461,80000.0,13.0,0.0,0.0,13.0,0.0,0.0,13.0,1.2307692307692308,2.0,13.0,1.0,1.0,13.0,0.38461538461538464,0.0,13.0,1.9230769230769231,1.0,13.0,1.2307692307692308,2.0,13.0,269.2307692307692,300.0,13.0,4.846153846153846,5.0,13.0,1.8569230769230773,1.82,13.0,0.557967032967033,0.5,13.0,2.230769230769231,2.0,13.0,1.0769230769230769,1.0,13.0,0.6923076923076923,1.0,13.0,0.0,0.0,13.0,,,0.0,0.0,0.0,13.0,1.6923076923076923,2.0,13.0,2.076923076923077,2.0,13.0,2.076923076923077,2.0,13.0,1.0769230769230769,1.0,13.0,0.7692307692307693,1.0,13.0,0.0,0.0,13.0,0.5555555555555556,1.0,9.0,0.0,0.0,13.0
not_in_a_coop,487,0.2792207792207792,0.0,462.0,42.519187358916476,42.0,443.0,13.35728952772074,10.0,487.0,0.5112936344969199,0.0,487,0.14989733059548255,0,487,0.043121149897330596,0,487,0.006160164271047228,0,487,3.3154639175257734,2.0,485.0,0.7515400410677618,0.0,487,1.8829568788501028,0.0,487,1.2320328542094456,0.0,487,1.154494382022472,1.0,356.0,1.7274774774774775,2.0,444.0,0.8080357142857143,1.0,448.0,1.8482142857142858,2.0,448.0,1.100896860986547,1.0,446.0,3.2971014492753623,3.0,414.0,0.8647959183673469,1.0,392.0,0.5775,1.0,400.0,0.7218045112781954,1.0,399.0,0.46709129511677283,0.0,471.0,387210.6124401914,350000.0,209.0,6.957345971563981,7.0,211.0,21429.17248459959,0.0,487.0,10754.620123203285,0,487,0.5732217573221757,0.0,239.0,0.4204946996466431,0.0,283.0,15415.658436213991,0.0,486.0,3.892156862745098,4.0,408.0,50583.5970464135,0.0,474.0,1.4753694581280787,2.0,406.0,1.3725,2.0,400.0,1.1169154228855722,1.0,402.0,1.0430379746835443,1.0,395.0,1.569060773480663,2.0,362.0,2.6753623188405795,3.0,345.0,1.2248520710059172,1.0,338.0,109.14609053497942,125.0,486.0,2.3089770354906056,2.0,479.0,1.3037704918032782,1.0,366.0,0.341157136498629,0.3333333333333333,298.0,1.4966442953020134,2.0,298.0,0.6447638603696099,0.0,487.0,0.42505133470225875,0.0,487.0,332795.2380952381,275000.0,483.0,413213.6246786632,350000.0,389.0,1.8219461697722568,2.0,483.0,0.7411273486430062,1.0,479.0,1.0369609856262834,1.0,487.0,1.7945823927765236,2.0,443.0,0.5484536082474227,0.0,485.0,0.48254620123203285,0.0,487.0,0.5292682926829269,1.0,410.0,0.3020833333333333,0.0,192.0,0.6358381502890174,1.0,346.0
WORDE,64,0.1875,0.0,64.0,49.75,51.0,64.0,21.0,20.0,64.0,1.09375,1.0,64,0.296875,0,64,0.4375,0,64,0.015625,0,64,6.609375,6.0,64.0,1.65625,1.0,64,2.34375,2.0,64,1.5625,1.5,64,1.2380952380952381,1.0,63.0,1.265625,1.0,64.0,0.140625,0.0,64.0,1.25,1.0,64.0,0.859375,1.0,64.0,1.125,0.0,64.0,0.4375,0.0,64.0,0.21875,0.0,64.0,0.265625,0.0,64.0,0.1346153846153846,0.0,52.0,317500.0,320000.0,8.0,6.411764705882353,7.0,17.0,30078.125,0.0,64.0,30390.625,0,64,0.5283018867924528,0.0,53.0,0.25806451612903225,0.0,62.0,84375.0,0.0,64.0,3.984375,4.0,64.0,187195.609375,150000.0,64.0,1.2857142857142858,1.0,63.0,1.15625,1.0,64.0,1.890625,2.0,64.0,1.0,1.0,64.0,0.90625,1.0,64.0,3.0952380952380953,3.0,63.0,1.7777777777777777,2.0,63.0,247.578125,300.0,64.0,1.109375,1.0,64.0,0.7696825396825399,0.66,63.0,0.26741285030758716,0.25,57.0,1.1228070175438596,1.0,57.0,0.96875,1.0,64.0,0.671875,1.0,64.0,290937.5,300000.0,64.0,290937.5,300000.0,64.0,2.03125,2.0,64.0,0.109375,0.0,64.0,1.875,2.0,64.0,2.46875,3.0,64.0,1.171875,1.0,64.0,1.0,1.0,64.0,0.08333333333333333,0.0,60.0,0.9782608695652174,1.0,46.0,0.1346153846153846,0.0,52.0
Oudou,33,0.12121212121212122,0.0,33.0,54.24242424242424,55.0,33.0,28.606060606060606,29.0,33.0,1.606060606060606,2.0,33,0.8484848484848485,1,33,0.09090909090909091,0,33,0.0,0,33,7.242424242424242,7.0,33.0,1.7575757575757576,1.0,33,2.3333333333333335,2.0,33,2.272727272727273,2.0,33,1.65625,1.0,32.0,1.2121212121212122,1.0,33.0,0.06060606060606061,0.0,33.0,1.6666666666666667,2.0,33.0,1.0,1.0,33.0,2.909090909090909,3.0,33.0,0.48484848484848486,0.0,33.0,0.03125,0.0,32.0,0.15151515151515152,0.0,33.0,0.15151515151515152,0.0,33.0,400000.0,400000.0,5.0,7.0,7.0,5.0,71212.12121212122,0.0,33.0,68939.39393939394,0,33,1.0588235294117647,2.0,17.0,0.8787878787878788,1.0,33.0,496666.6666666667,500000.0,30.0,4.0,4.0,33.0,260000.0,300000.0,33.0,1.9090909090909092,2.0,33.0,1.878787878787879,2.0,33.0,2.0,2.0,33.0,1.0,1.0,33.0,1.0606060606060606,1.0,33.0,2.9393939393939394,3.0,33.0,2.0,2.0,33.0,216.66666666666666,200.0,33.0,1.0,1.0,33.0,1.146060606060606,0.96,33.0,0.3261059253246753,0.2857142857142857,32.0,1.46875,1.0,32.0,0.9696969696969697,1.0,33.0,0.8787878787878788,1.0,33.0,540612.1212121212,600000.0,33.0,557506.25,600000.0,32.0,2.757575757575758,3.0,33.0,0.0,0.0,33.0,2.4242424242424243,3.0,33.0,2.787878787878788,3.0,33.0,1.393939393939394,1.0,33.0,1.5151515151515151,2.0,33.0,0.0,0.0,33.0,1.0333333333333334,1.0,30.0,0.15151515151515152,0.0,33.0
AERE POST,79,0.17721518987341772,0.0,79.0,54.139240506329116,54.0,79.0,27.329113924050635,29.0,79.0,1.1139240506329113,1.0,79,0.7215189873417721,1,79,0.02531645569620253,0,79,0.012658227848101266,0,79,8.341772151898734,8.0,79.0,1.3544303797468353,2.0,79,3.050632911392405,3.0,79,2.518987341772152,2.0,79,1.5443037974683544,1.0,79.0,1.0379746835443038,1.0,79.0,0.0,0.0,79.0,1.1265822784810127,2.0,79.0,0.9873417721518988,1.0,79.0,3.037974683544304,3.0,79.0,0.9746835443037974,1.0,79.0,0.02531645569620253,0.0,79.0,0.06329113924050633,0.0,79.0,0.038461538461538464,0.0,78.0,433333.3333333333,400000.0,3.0,7.75,7.0,4.0,202670.88607594935,200000.0,79.0,227734.17721518988,210000,79,1.9610389610389611,2.0,77.0,0.6282051282051282,1.0,78.0,354210.5263157895,300000.0,76.0,4.0,4.0,79.0,249227.84810126582,300000.0,79.0,2.0,2.0,79.0,1.9493670886075949,2.0,79.0,2.0,2.0,79.0,1.0,1.0,79.0,1.0379746835443038,1.0,79.0,2.9746835443037973,3.0,79.0,2.0,2.0,79.0,208.22784810126583,200.0,79.0,1.0,1.0,79.0,0.730253164556962,0.9,79.0,0.31597042198308006,0.2857142857142857,79.0,1.4430379746835442,1.0,79.0,1.0886075949367089,1.0,79.0,0.7468354430379747,1.0,79.0,491962.0253164557,500000.0,79.0,498269.23076923075,500000.0,78.0,2.8860759493670884,3.0,79.0,0.0,0.0,79.0,2.4177215189873418,3.0,79.0,2.8227848101265822,3.0,79.0,1.5949367088607596,2.0,79.0,1.0886075949367089,1.0,79.0,0.0,0.0,79.0,0.9672131147540983,1.0,61.0,0.039473684210526314,0.0,76.0
GIE Thioukel,9,0.1111111111111111,0.0,9.0,37.888888888888886,34.0,9.0,15.777777777777779,14.0,9.0,1.1111111111111112,1.0,9,0.0,0,9,0.0,0,9,0.0,0,9,2.5555555555555554,2.0,9.0,0.8888888888888888,1.0,9,1.2222222222222223,1.0,9,0.8888888888888888,0.0,9,0.2222222222222222,0.0,9.0,0.6666666666666666,1.0,9.0,0.0,0.0,9.0,1.3333333333333333,1.0,9.0,1.8888888888888888,2.0,9.0,4.0,4.0,9.0,0.2222222222222222,0.0,9.0,0.3333333333333333,0.0,9.0,0.3333333333333333,0.0,9.0,0.25,0.0,8.0,144333.33333333334,100000.0,3.0,10.0,10.0,2.0,0.0,0.0,9.0,0.0,0,9,0.4444444444444444,0.0,9.0,0.8888888888888888,1.0,9.0,277777.77777777775,250000.0,9.0,4.0,4.0,9.0,29278.222222222223,25500.0,9.0,2.0,2.0,9.0,2.0,2.0,9.0,2.0,2.0,9.0,0.5555555555555556,1.0,9.0,1.3333333333333333,1.5,6.0,2.6666666666666665,3.0,6.0,1.8888888888888888,2.0,9.0,133.88888888888889,125.0,9.0,1.2222222222222223,1.0,9.0,0.3555555555555555,0.4,9.0,0.2881944444444444,0.1111111111111111,8.0,1.125,0.5,8.0,0.5555555555555556,1.0,9.0,0.6666666666666666,1.0,9.0,178888.88888888888,100000.0,9.0,178888.88888888888,100000.0,9.0,1.2222222222222223,1.0,9.0,0.1111111111111111,0.0,9.0,1.1111111111111112,1.0,9.0,1.4444444444444444,1.0,9.0,0.3333333333333333,0.0,9.0,1.0,1.0,9.0,0.0,0.0,9.0,0.0,0.0,8.0,0.25,0.0,8.0
GIE Ousmane Diary Ba,24,0.4166666666666667,0.0,24.0,46.958333333333336,49.0,24.0,15.5,14.0,24.0,0.75,0.5,24,0.041666666666666664,0,24,0.041666666666666664,0,24,0.08333333333333333,0,24,5.875,6.0,24.0,1.3333333333333333,1.0,24,2.8333333333333335,2.0,24,2.2916666666666665,1.0,24,0.7083333333333334,0.0,24.0,1.3333333333333333,1.0,24.0,0.08333333333333333,0.0,24.0,1.5,1.5,24.0,1.5833333333333333,2.0,24.0,4.0,4.0,24.0,0.20833333333333334,0.0,24.0,0.25,0.0,24.0,0.25,0.0,24.0,0.25,0.0,24.0,96666.66666666667,100000.0,6.0,8.333333333333334,7.0,6.0,25000.0,0.0,24.0,27500.0,0,24,0.4166666666666667,0.0,24.0,1.0,1.0,24.0,427500.0,300000.0,24.0,4.0,4.0,24.0,43376.458333333336,49500.0,24.0,1.5833333333333333,2.0,24.0,1.6666666666666667,2.0,24.0,1.9583333333333333,2.0,24.0,0.7083333333333334,1.0,24.0,1.6842105263157894,2.0,19.0,2.65,3.0,20.0,1.7826086956521738,2.0,23.0,140.625,125.0,24.0,1.2083333333333333,1.0,24.0,0.2750000000000001,0.2,24.0,0.32902913302072967,0.25,21.0,1.4285714285714286,1.0,21.0,1.0416666666666667,1.0,24.0,0.75,1.0,24.0,127083.33333333333,100000.0,24.0,127083.33333333333,100000.0,24.0,0.9583333333333334,1.0,24.0,0.16666666666666666,0.0,24.0,1.125,1.0,24.0,2.2083333333333335,2.5,24.0,1.0416666666666667,1.0,24.0,0.625,0.5,24.0,0.0,0.0,24.0,0.16666666666666666,0.0,12.0,0.25,0.0,24.0
Djibo,33,0.15151515151515152,0.0,33.0,46.75757575757576,47.0,33.0,14.575757575757576,15.0,33.0,1.0606060606060606,1.0,33,0.12121212121212122,0,33,0.0,0,33,0.06060606060606061,0,33,5.454545454545454,5.0,33.0,0.9393939393939394,1.0,33,3.0606060606060606,3.0,33,1.5757575757575757,1.0,33,0.5151515151515151,0.0,33.0,1.0909090909090908,1.0,33.0,0.0,0.0,33.0,1.4242424242424243,1.0,33.0,1.606060606060606,2.0,33.0,4.0,4.0,33.0,0.18181818181818182,0.0,33.0,0.09090909090909091,0.0,33.0,0.12121212121212122,0.0,33.0,0.12121212121212122,0.0,33.0,187500.0,125000.0,4.0,9.0,7.0,4.0,12121.212121212122,0.0,33.0,13939.39393939394,0,33,0.7272727272727273,0.0,33.0,1.0,1.0,33.0,362878.7878787879,250000.0,33.0,4.0,4.0,33.0,45106.06060606061,46000.0,33.0,1.5757575757575757,2.0,33.0,1.5757575757575757,2.0,33.0,1.8181818181818181,2.0,33.0,0.6363636363636364,1.0,33.0,1.4,2.0,30.0,2.466666666666667,3.0,30.0,1.9393939393939394,2.0,33.0,137.87878787878788,125.0,33.0,1.0,1.0,33.0,0.2848484848484849,0.4,33.0,0.266602277930403,0.2,32.0,1.25,1.0,32.0,1.0606060606060606,1.0,33.0,0.6363636363636364,1.0,33.0,98181.81818181818,100000.0,33.0,98181.81818181818,100000.0,33.0,0.8484848484848485,1.0,33.0,0.0,0.0,33.0,1.0303030303030303,1.0,33.0,2.1515151515151514,2.0,33.0,0.9393939393939394,1.0,33.0,1.0303030303030303,1.0,33.0,0.0,0.0,33.0,0.14814814814814814,0.0,27.0,0.12121212121212122,0.0,33.0
Aldiouma,48,0.08333333333333333,0.0,48.0,47.041666666666664,48.0,48.0,13.125,13.0,48.0,1.0208333333333333,1.0,48,0.041666666666666664,0,48,0.020833333333333332,0,48,0.020833333333333332,0,48,4.833333333333333,4.0,48.0,0.8958333333333334,1.0,48,2.6458333333333335,2.5,48,1.1666666666666667,1.0,48,0.41304347826086957,0.0,46.0,0.4375,0.0,48.0,0.020833333333333332,0.0,48.0,1.3333333333333333,1.0,48.0,1.6458333333333333,2.0,48.0,4.0,4.0,48.0,0.16666666666666666,0.0,48.0,0.14583333333333334,0.0,48.0,0.14583333333333334,0.0,48.0,0.125,0.0,48.0,182500.0,112500.0,6.0,11.833333333333334,11.0,6.0,2083.3333333333335,0.0,48.0,2395.8333333333335,0,48,0.6041666666666666,0.0,48.0,1.0,1.0,48.0,271354.1666666667,250000.0,48.0,4.0,4.0,48.0,44334.375,48000.0,48.0,1.7083333333333333,2.0,48.0,1.7083333333333333,2.0,48.0,1.9583333333333333,2.0,48.0,0.4791666666666667,0.0,48.0,1.0909090909090908,1.0,44.0,1.7777777777777777,2.0,45.0,1.872340425531915,2.0,47.0,132.29166666666666,125.0,48.0,1.0625,1.0,48.0,0.23833333333333342,0.4,48.0,0.22357660455486547,0.25,46.0,1.0217391304347827,1.0,46.0,1.0208333333333333,1.0,48.0,0.5833333333333334,1.0,48.0,90000.0,100000.0,48.0,90000.0,100000.0,48.0,0.7083333333333334,1.0,48.0,0.041666666666666664,0.0,48.0,0.9166666666666666,1.0,48.0,2.2083333333333335,2.0,48.0,0.9166666666666666,1.0,48.0,1.0,1.0,48.0,0.0,0.0,48.0,0.07317073170731707,0.0,41.0,0.125,0.0,48.0
Kawoyel,9,0.1111111111111111,0.0,9.0,44.333333333333336,44.0,9.0,14.777777777777779,15.0,9.0,1.3333333333333333,1.0,9,0.0,0,9,0.0,0,9,0.0,0,9,5.555555555555555,4.0,9.0,1.3333333333333333,1.0,9,2.888888888888889,2.0,9,2.3333333333333335,1.0,9,0.7777777777777778,0.0,9.0,0.8888888888888888,1.0,9.0,0.0,0.0,9.0,1.4444444444444444,2.0,9.0,1.1111111111111112,1.0,9.0,4.0,4.0,9.0,0.0,0.0,9.0,0.0,0.0,9.0,0.0,0.0,9.0,0.0,0.0,9.0,,,0.0,,,0.0,0.0,0.0,9.0,0.0,0,9,0.1111111111111111,0.0,9.0,0.8888888888888888,1.0,9.0,216666.66666666666,250000.0,9.0,4.0,4.0,9.0,43611.11111111111,48000.0,9.0,1.6666666666666667,2.0,9.0,1.6666666666666667,2.0,9.0,2.0,2.0,9.0,0.6666666666666666,1.0,9.0,1.8571428571428572,2.0,7.0,2.625,3.0,8.0,2.0,2.0,9.0,141.66666666666666,150.0,9.0,1.0,1.0,9.0,0.5333333333333334,0.0,9.0,0.3778186274509804,0.325,8.0,1.5,1.5,8.0,0.8888888888888888,1.0,9.0,0.6666666666666666,1.0,9.0,130555.55555555556,100000.0,9.0,130555.55555555556,100000.0,9.0,1.1111111111111112,1.0,9.0,0.0,0.0,9.0,1.0,1.0,9.0,2.0,2.0,9.0,0.8888888888888888,1.0,9.0,1.1111111111111112,1.0,9.0,0.0,0.0,9.0,0.0,0.0,7.0,0.0,0.0,9.0
Gie des femmes,21,0.8095238095238095,1.0,21.0,50.095238095238095,55.0,21.0,14.571428571428571,14.0,21.0,0.2857142857142857,0.0,21,0.09523809523809523,0,21,0.047619047619047616,0,21,0.0,0,21,5.666666666666667,6.0,21.0,0.6190476190476191,0.0,21,3.0952380952380953,3.0,21,1.8095238095238095,1.0,21,1.2857142857142858,1.0,21.0,1.380952380952381,1.0,21.0,0.19047619047619047,0.0,21.0,1.4761904761904763,1.0,21.0,1.0476190476190477,1.0,21.0,4.0,4.0,21.0,0.47619047619047616,0.0,21.0,0.47619047619047616,0.0,21.0,0.47619047619047616,0.0,21.0,0.47619047619047616,0.0,21.0,118500.0,125000.0,10.0,7.8,7.0,10.0,6666.666666666667,0.0,21.0,7380.952380952381,0,21,0.09523809523809523,0.0,21.0,0.8571428571428571,1.0,21.0,204761.90476190476,200000.0,21.0,3.9523809523809526,4.0,21.0,22904.761904761905,25500.0,21.0,1.6666666666666667,2.0,21.0,1.619047619047619,2.0,21.0,1.7142857142857142,2.0,21.0,1.0476190476190477,1.0,21.0,2.0526315789473686,2.0,19.0,3.0526315789473686,3.0,19.0,1.85,2.0,20.0,132.14285714285714,150.0,21.0,1.0,1.0,21.0,0.1111111111111111,0.0,18.0,0.28272588522588527,0.26785714285714285,20.0,1.2,1.0,20.0,1.0952380952380953,1.0,21.0,0.47619047619047616,0.0,21.0,80000.0,75000.0,21.0,84000.0,75000.0,20.0,0.7142857142857143,1.0,21.0,0.0,0.0,21.0,1.0476190476190477,1.0,21.0,2.4285714285714284,3.0,21.0,0.9047619047619048,1.0,21.0,0.2857142857142857,0.0,21.0,0.047619047619047616,0.0,21.0,0.75,0.5,4.0,0.47619047619047616,0.0,21.0
GIE Moussa Tall,27,0.1111111111111111,0.0,27.0,48.03703703703704,49.0,27.0,13.37037037037037,14.0,27.0,1.2222222222222223,1.0,27,0.07407407407407407,0,27,0.037037037037037035,0,27,0.18518518518518517,0,27,5.62962962962963,5.0,27.0,1.3333333333333333,1.0,27,3.074074074074074,3.0,27,1.2222222222222223,1.0,27,0.4444444444444444,0.0,27.0,0.7407407407407407,1.0,27.0,0.0,0.0,27.0,1.2592592592592593,1.0,27.0,1.4444444444444444,2.0,27.0,4.0,4.0,27.0,0.2222222222222222,0.0,27.0,0.25925925925925924,0.0,27.0,0.25925925925925924,0.0,27.0,0.25925925925925924,0.0,27.0,97142.85714285714,100000.0,7.0,12.0,15.0,7.0,0.0,0.0,27.0,0.0,0,27,0.5925925925925926,0.0,27.0,1.0,1.0,27.0,277777.77777777775,250000.0,27.0,4.0,4.0,27.0,40388.88888888889,45000.0,27.0,1.8518518518518519,2.0,27.0,1.7777777777777777,2.0,27.0,2.0,2.0,27.0,0.5925925925925926,1.0,27.0,1.5,2.0,22.0,2.5454545454545454,3.0,22.0,1.8888888888888888,2.0,27.0,136.11111111111111,125.0,27.0,1.037037037037037,1.0,27.0,0.25185185185185194,0.4,27.0,0.20723443223443225,0.15476190476190477,26.0,0.9615384615384616,1.0,26.0,1.1481481481481481,1.0,27.0,0.6666666666666666,1.0,27.0,101296.29629629629,75000.0,27.0,101296.29629629629,75000.0,27.0,0.7777777777777778,1.0,27.0,0.037037037037037035,0.0,27.0,0.8888888888888888,1.0,27.0,2.3333333333333335,2.0,27.0,1.037037037037037,1.0,27.0,1.1111111111111112,1.0,27.0,0.0,0.0,27.0,0.125,0.0,24.0,0.2692307692307692,0.0,26.0
GIE Amadou abdoulaye Diallo,42,0.2857142857142857,0.0,42.0,47.833333333333336,48.0,42.0,13.19047619047619,14.0,42.0,0.8571428571428571,1.0,42,0.047619047619047616,0,42,0.14285714285714285,0,42,0.023809523809523808,0,42,5.097560975609756,5.0,41.0,1.0476190476190477,1.0,42,3.238095238095238,3.0,42,1.2380952380952381,0.5,42,0.5121951219512195,0.0,41.0,1.2142857142857142,1.0,42.0,0.11904761904761904,0.0,42.0,1.1904761904761905,1.0,42.0,1.3095238095238095,1.0,42.0,4.0,4.0,42.0,0.35714285714285715,0.0,42.0,0.3333333333333333,0.0,42.0,0.35714285714285715,0.0,42.0,0.3,0.0,40.0,128928.57142857143,125000.0,14.0,9.0,7.0,12.0,0.0,0.0,42.0,0.0,0,42,0.47619047619047616,0.0,42.0,1.0,1.0,42.0,260714.2857142857,300000.0,42.0,3.575,4.0,40.0,48416.666666666664,46500.0,42.0,1.7837837837837838,2.0,37.0,1.7567567567567568,2.0,37.0,1.9523809523809523,2.0,42.0,0.8333333333333334,1.0,42.0,1.8421052631578947,2.0,38.0,2.8421052631578947,3.0,38.0,1.9761904761904763,2.0,42.0,144.64285714285714,150.0,42.0,1.0476190476190477,1.0,42.0,0.2857142857142857,0.0,42.0,0.2006547619047619,0.0625,40.0,0.875,0.5,40.0,1.1428571428571428,1.0,42.0,0.6666666666666666,1.0,42.0,87264.88095238095,100000.0,42.0,87264.88095238095,100000.0,42.0,0.8809523809523809,1.0,42.0,0.047619047619047616,0.0,42.0,0.9047619047619048,1.0,42.0,2.2857142857142856,2.0,42.0,0.8780487804878049,1.0,41.0,0.8571428571428571,1.0,42.0,0.0,0.0,42.0,0.25,0.0,28.0,0.3,0.0,40.0
