nonunique_id,village_id,validation_status,accuracy,farmerDate,gender,age,years_farming,years_membership,literate,education_level,num_wives,wife_trades,wife_food_crops,wife_crafts,num_children,num_young_children,num_older_children,num_children_in_school,children_working,income,transportation,housing_material,access_electricity,access_drinking_water,access_healthcare,num_plots,total_acre,main_crop,secondary_crop,sorghum_acre,soybean_acre,has_bank_account,wants_credit,credit_from_coop,credit_from_third_party,credit_from_bank,loan_amount,loan_rate,has_bridge_loan,bridge_loan_amount,pledged_output,wants_standardized_credit,wants_standardized_credit_amount,input_use,input_cost,inputs_useful,interest_use_inputs,interest_insurance,capacity_to_pay_insurance,use_ag_services,ag_services_quality,ag_services_frequency,interest_ag_services,capacity_to_pay_ag_services,buyer_type,buyer_search_difficulty,last_price_sorghum,last_price_soybean,payment_delay,interest_rapid_payment,harvest_pickup_conditions,need_rapid_pickup,id,year_of_origin,remittance,nonfarm_income,livestock_income,govt_income,farm_maintenance_cost,energy_cost,household_cost,cash_at_start_of_season,bank_name,wants_bridge_loan,wants_bridge_loan_amount,second_cash_crop,second_cash_crop_price,third_cash_crop,third_cash_crop_price,total_ha,tractor,thresher,picker,rototiller,seeder,truck,motorpump,weeder,sprayer,harrower,cart,plough,rental_equipment_cost,has_loan,valid_children,fraction_in_school
131,73.0,Validated,2,2017-11-27 10:10:34,0.0,61.0,47.0,0.0,No,,1.0,0,0,1,9.0,0,1,2,1.0,1000.0,1.0,1.0,0.0,1.0,1.0,2.0,6.0,sorghum,maize,1.0,0.0,0.0,2.0,0.0,1.0,0.0,200.0,0.0,0.0,0.0,0.0,No,0.0,1.0,300.0,2.0,2.0,2.0,Less than GHS 200/acr,2.0,1.0,2.0,1.0,,market,1.0,3.0,0.0,2.0,Upon delivery,,,17850944947311149056,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0.2222222222222222
132,73.0,Validated,2,2017-11-22 11:07:42,0.0,61.0,50.0,0.0,Yes,Secondary,1.0,0,0,0,13.0,0,0,4,1.0,1500.0,3.0,1.0,0.0,1.0,2.0,3.0,7.0,sorghum,maize,1.0,0.0,0.0,3.0,0.0,0.0,0.0,300.0,10.0,0.0,0.0,0.0,No,0.0,1.0,100.0,2.0,2.0,2.0,Less than GHS 200/acr,3.0,1.0,2.0,2.0,Between 15 and 30 kg/acr,market,1.0,2.0,0.0,2.0,Upon delivery,,,2929670833371478016,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,True,0.3076923076923077
138,73.0,Validated,1,2017-12-05 11:32:28,0.0,86.0,65.0,0.0,No,,2.0,0,0,1,3.0,0,0,0,4.0,1000.0,0.0,1.0,0.0,1.0,1.0,3.0,6.0,sorghum,maize,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,200.0,2.0,2.0,0.0,,1.0,1.0,1.0,,Between 30 and 50 Kg/acr,market,1.0,2.0,0.0,2.0,Upon delivery,,,1556230175095124992,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,True,0.0
144,73.0,Validated,2,2017-11-22 11:36:10,0.0,91.0,67.0,0.0,No,,3.0,0,0,1,,6,7,3,1.0,1500.0,0.0,1.0,0.0,1.0,2.0,2.0,4.0,sorghum,maize,2.0,0.0,0.0,2.0,0.0,1.0,0.0,100.0,0.0,0.0,0.0,0.0,Yes,100.0,1.0,120.0,1.0,2.0,0.0,,1.0,1.0,1.0,0.0,,market,1.0,5.0,2.0,2.0,Upon delivery,,,12355602302367479808,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,
145,73.0,Validated,2,2017-12-05 10:39:25,0.0,64.0,57.0,0.0,Yes,Secondary,1.0,0,0,1,12.0,0,0,1,3.0,700.0,1.0,1.0,0.0,1.0,2.0,3.0,4.0,sorghum,maize,1.0,0.0,0.0,1.0,0.0,1.0,0.0,100.0,0.0,0.0,0.0,0.0,Yes,200.0,1.0,200.0,1.0,2.0,1.0,Less than GHS 200/acr,1.0,1.0,1.0,1.0,Between 50 and 80 Kg/acr,market,1.0,3.0,0.0,2.0,Upon delivery,2.0,2.0,8699790557920217088,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0.08333333333333333
146,73.0,Validated,2,2017-12-05 11:24:57,2.0,55.0,30.0,0.0,No,,0.0,0,0,0,13.0,0,2,1,3.0,500.0,0.0,1.0,0.0,1.0,1.0,2.0,2.0,sorghum,maize,1.0,0.0,0.0,1.0,0.0,1.0,0.0,100.0,0.0,0.0,0.0,2.0,No,0.0,1.0,200.0,2.0,2.0,0.0,,1.0,1.0,1.0,0.0,,market,1.0,2.0,0.0,2.0,Upon delivery,2.0,2.0,17905508477980039168,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0.07692307692307693
147,73.0,Validated,2,2017-12-06 16:29:32,0.0,60.0,45.0,0.0,No,,2.0,0,0,1,12.0,0,3,7,1.0,700.0,0.0,1.0,0.0,1.0,1.0,2.0,6.0,sorghum,maize,2.0,0.0,0.0,1.0,0.0,1.0,0.0,50.0,0.0,0.0,0.0,0.0,No,0.0,2.0,0.0,2.0,2.0,0.0,,1.0,1.0,2.0,0.0,,market,1.0,2.0,0.0,2.0,Upon delivery,,,3697550685480663040,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0.5833333333333334
148,73.0,Validated,2,2017-11-22 15:32:36,0.0,58.0,35.0,0.0,No,,2.0,0,0,1,13.0,0,6,10,1.0,700.0,0.0,1.0,0.0,1.0,1.0,3.0,5.0,sorghum,soybean,1.0,1.0,0.0,1.0,0.0,1.0,0.0,100.0,0.0,0.0,0.0,0.0,No,0.0,1.0,180.0,1.0,2.0,0.0,,1.0,1.0,1.0,0.0,,market,1.0,2.0,0.0,2.0,Upon delivery,,,11620097033516759040,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0.7692307692307693
149,73.0,Validated,2,2017-11-22 14:46:59,0.0,24.0,7.0,0.0,No,,1.0,0,0,0,0.0,1,1,0,0.0,500.0,1.0,1.0,0.0,1.0,1.0,2.0,5.0,sorghum,maize,1.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,1.0,0.0,1.0,2.0,0.0,,1.0,1.0,2.0,0.0,,market,1.0,2.0,0.0,2.0,Upon delivery,,,10702462023278759936,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,True,
161,73.0,Validated,2,2017-12-05 10:42:10,0.0,55.0,30.0,0.0,No,,2.0,1,0,0,13.0,2,0,7,1.0,0.0,3.0,1.0,0.0,1.0,1.0,5.0,6.0,sorghum,maize,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,3.0,700.0,2.0,2.0,1.0,Less than GHS 200/acr,1.0,0.0,1.0,0.0,,market,1.0,2.0,0.0,2.0,Upon delivery,1.0,2.0,18119006833021810688,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,True,0.5384615384615384
223,73.0,Validated,2,2017-11-23 12:06:29,2.0,35.0,15.0,0.0,No,,0.0,0,0,0,4.0,1,3,4,2.0,500.0,0.0,1.0,0.0,1.0,1.0,2.0,2.0,sorghum,maize,1.0,0.0,0.0,3.0,0.0,1.0,0.0,50.0,0.0,0.0,0.0,0.0,No,0.0,2.0,200.0,2.0,2.0,0.0,,1.0,0.0,1.0,0.0,,market,1.0,2.0,0.0,2.0,Upon delivery,,,18154970355209469952,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,1.0
224,73.0,Validated,2,2017-11-23 12:15:56,0.0,59.0,30.0,0.0,No,,0.0,0,0,0,9.0,0,0,0,1.0,1500.0,0.0,1.0,0.0,1.0,1.0,3.0,7.0,sorghum,maize,1.0,0.0,0.0,1.0,0.0,1.0,0.0,200.0,10.0,0.0,0.0,0.0,No,0.0,1.0,200.0,2.0,2.0,0.0,,3.0,1.0,2.0,1.0,Between 15 and 30 kg/acr,market,1.0,2.0,0.0,2.0,Upon delivery,,,8751748669886446592,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,True,0.0
225,73.0,Validated,3,2017-11-27 09:02:38,0.0,20.0,3.0,0.0,Yes,Secondary,0.0,0,0,0,0.0,0,0,0,,200.0,1.0,1.0,,1.0,1.0,3.0,5.0,sorghum,maize,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes,500.0,2.0,50.0,2.0,2.0,2.0,Less than GHS 200/acr,0.0,,,1.0,Between 15 and 30 kg/acr,market,1.0,2.0,0.0,2.0,Upon delivery,,,6527972260671693824,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,True,
228,73.0,Validated,2,2017-11-23 14:32:10,0.0,24.0,0.0,3.0,No,,1.0,0,0,0,1.0,1,0,0,,700.0,1.0,1.0,0.0,1.0,1.0,3.0,5.0,sorghum,maize,1.0,0.0,0.0,2.0,0.0,1.0,0.0,150.0,0.0,0.0,0.0,0.0,Yes,500.0,2.0,370.0,2.0,2.0,2.0,Less than GHS 200/acr,2.0,2.0,1.0,1.0,Between 15 and 30 kg/acr,market,1.0,2.0,0.0,2.0,Upon delivery,,,1416516763505233920,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0.0
229,73.0,Validated,2,2017-11-23 14:28:43,0.0,32.0,7.0,0.0,Yes,Secondary,1.0,0,0,0,2.0,2,0,1,,1000.0,0.0,1.0,0.0,1.0,1.0,2.0,3.0,sorghum,maize,1.0,0.0,0.0,3.0,0.0,1.0,0.0,130.0,10.0,0.0,0.0,0.0,Yes,300.0,2.0,500.0,2.0,2.0,2.0,Less than GHS 200/acr,1.0,1.0,1.0,1.0,Between 30 and 50 Kg/acr,market,0.0,2.0,0.0,2.0,Upon delivery,,,4987106194888948736,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,True,0.5
230,73.0,Validated,2,2017-11-23 14:25:31,0.0,68.0,36.0,0.0,No,,2.0,0,0,0,10.0,2,4,5,1.0,300.0,0.0,1.0,0.0,1.0,1.0,2.0,2.0,sorghum,maize,1.0,0.0,0.0,0.0,0.0,1.0,0.0,50.0,0.0,0.0,0.0,0.0,Yes,300.0,1.0,150.0,2.0,2.0,0.0,,1.0,1.0,1.0,1.0,Between 5 and 15 Kg/acr,market,1.0,2.0,0.0,2.0,Upon delivery,,,2203958907524071936,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0.5
231,73.0,Validated,2,2017-11-23 14:21:35,0.0,52.0,19.0,0.0,No,,2.0,0,1,0,11.0,2,5,11,2.0,1000.0,1.0,1.0,0.0,1.0,1.0,3.0,5.0,sorghum,millet,1.0,0.0,0.0,4.0,0.0,1.0,0.0,130.0,0.0,0.0,0.0,0.0,Yes,500.0,1.0,300.0,2.0,2.0,2.0,Between GHS 200 and 400/acr,1.0,2.0,1.0,2.0,Between 15 and 30 kg/acr,market,1.0,2.0,0.0,2.0,Upon delivery,,,16780116824626440192,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,1.0
247,73.0,Validated,2,2017-11-23 14:20:01,0.0,67.0,35.0,0.0,No,,0.0,0,0,0,4.0,0,0,0,1.0,500.0,0.0,1.0,0.0,1.0,1.0,2.0,3.0,sorghum,maize,1.0,0.0,0.0,4.0,0.0,1.0,0.0,100.0,0.0,0.0,0.0,0.0,Yes,700.0,2.0,300.0,1.0,2.0,0.0,,0.0,,,2.0,5 Kg/acr,market,1.0,2.0,0.0,2.0,Upon delivery,,,11823579809196529664,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0.0
248,73.0,Validated,2,2017-11-23 11:58:01,0.0,61.0,35.0,0.0,No,,2.0,0,0,0,19.0,6,5,3,2.0,500.0,1.0,1.0,0.0,1.0,1.0,3.0,5.0,sorghum,maize,1.0,0.0,0.0,4.0,1.0,1.0,0.0,200.0,18.0,0.0,0.0,0.0,Yes,309.0,2.0,120.0,2.0,2.0,2.0,Less than GHS 200/acr,2.0,1.0,2.0,1.0,Between 30 and 50 Kg/acr,market,1.0,2.0,0.0,2.0,Upon delivery,,,3139423824126635008,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,True,0.15789473684210525
249,73.0,Validated,2,2017-11-23 14:11:58,0.0,56.0,30.0,0.0,No,,1.0,0,0,0,14.0,0,3,6,2.0,500.0,1.0,1.0,0.0,1.0,2.0,3.0,7.0,sorghum,maize,2.0,0.0,0.0,3.0,0.0,1.0,0.0,300.0,0.0,0.0,0.0,0.0,Yes,500.0,1.0,300.0,2.0,2.0,0.0,,2.0,1.0,2.0,2.0,Between 15 and 30 kg/acr,market,1.0,2.0,0.0,2.0,Upon delivery,,,10729474535924449280,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0.42857142857142855
269,73.0,Validated,2,2017-11-23 14:10:16,0.0,60.0,30.0,0.0,No,,1.0,0,0,0,8.0,2,3,4,2.0,570.0,1.0,1.0,0.0,1.0,2.0,3.0,5.0,sorghum,maize,5.0,0.0,0.0,3.0,0.0,1.0,0.0,140.0,0.0,0.0,0.0,0.0,Yes,300.0,2.0,200.0,2.0,2.0,0.0,,2.0,1.0,1.0,0.0,,market,0.0,2.0,0.0,2.0,Upon delivery,,,2712329739959731200,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0.5
316,86.0,Validated,2,2017-11-23 14:07:50,0.0,73.0,0.0,0.0,No,,2.0,0,0,0,10.0,0,1,2,1.0,1000.0,3.0,1.0,1.0,1.0,0.0,3.0,6.0,sorghum,millet,2.0,0.0,0.0,3.0,0.0,1.0,0.0,500.0,5.0,0.0,0.0,0.0,Yes,1000.0,2.0,120.0,2.0,2.0,2.0,Less than GHS 200/acr,0.0,,,2.0,Between 50 and 80 Kg/acr,merchant,0.0,2.0,0.0,2.0,Upon delivery,,,5166487980708611072,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,True,0.2
317,86.0,Validated,1,2017-11-23 14:02:28,2.0,30.0,5.0,0.0,No,,0.0,0,0,0,3.0,2,1,3,1.0,500.0,1.0,1.0,0.0,1.0,2.0,3.0,3.0,sorghum,millet,1.0,0.0,0.0,3.0,0.0,1.0,0.0,100.0,0.0,150.0,400.0,0.0,Yes,300.0,2.0,346.0,2.0,2.0,0.0,,0.0,,,2.0,5 Kg/acr,market,1.0,2.0,0.0,2.0,Upon delivery,,,9216229652004561920,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,1.0
318,86.0,Validated,2,2017-11-23 14:00:24,0.0,23.0,3.0,0.0,Yes,Secondary,0.0,0,0,0,0.0,0,0,0,,500.0,1.0,1.0,0.0,1.0,0.0,3.0,3.0,sorghum,maize,2.0,0.0,0.0,3.0,0.0,1.0,0.0,250.0,10.0,0.0,120.0,0.0,Yes,1000.0,2.0,90.0,2.0,2.0,2.0,Between GHS 200 and 400/acr,1.0,2.0,1.0,1.0,Between 30 and 50 Kg/acr,market,1.0,2.0,0.0,2.0,Upon delivery,,,5744275941527990272,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,True,
319,86.0,Validated,2,2017-11-23 13:57:25,2.0,60.0,20.0,0.0,No,,0.0,0,0,0,5.0,0,0,0,3.0,500.0,0.0,1.0,0.0,1.0,1.0,3.0,4.0,sorghum,millet,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,2.0,150.0,2.0,2.0,0.0,,0.0,,,2.0,Between 30 and 50 Kg/acr,market,1.0,2.0,0.0,1.0,Upon delivery,,,15135599460456710144,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,True,0.0
320,86.0,Validated,2,2017-11-27 09:03:42,0.0,27.0,5.0,0.0,No,,1.0,0,0,0,2.0,2,0,1,0.0,1700.0,1.0,1.0,0.0,1.0,1.0,4.0,6.0,sorghum,maize,1.0,0.0,0.0,3.0,0.0,1.0,0.0,300.0,0.0,0.0,0.0,0.0,No,0.0,1.0,700.0,2.0,2.0,0.0,,2.0,2.0,1.0,2.0,Between 50 and 80 Kg/acr,merchant,1.0,2.0,0.0,1.0,Upon delivery,,,9671394047390707712,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0.5
321,86.0,Validated,2,2017-11-23 13:52:00,0.0,30.0,8.0,0.0,No,Primary,2.0,0,1,0,6.0,3,3,4,0.0,1500.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,sorghum,maize,1.0,0.0,0.0,4.0,0.0,1.0,0.0,700.0,10.0,0.0,0.0,0.0,Yes,2000.0,2.0,345.0,2.0,2.0,0.0,,0.0,,,2.0,Between 30 and 50 Kg/acr,market,1.0,2.0,0.0,2.0,Upon delivery,,,2458565788542170112,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,True,0.6666666666666666
338,86.0,Validated,2,2017-11-24 16:29:20,0.0,44.0,20.0,0.0,No,,1.0,0,0,0,8.0,3,5,8,2.0,750.0,1.0,1.0,0.0,1.0,0.0,2.0,6.0,sorghum,maize,1.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes,500.0,1.0,230.0,2.0,2.0,0.0,,0.0,,,1.0,Between 30 and 50 Kg/acr,market,1.0,2.0,0.0,2.0,Upon delivery,,,1962308814982322944,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,True,1.0
339,86.0,Validated,2,2017-11-27 09:01:22,0.0,46.0,15.0,0.0,No,,3.0,0,0,0,20.0,4,5,4,2.0,1300.0,1.0,1.0,0.0,1.0,1.0,2.0,5.0,sorghum,maize,2.0,0.0,0.0,3.0,0.0,1.0,0.0,300.0,4.0,0.0,0.0,2.0,Yes,900.0,2.0,180.0,2.0,2.0,2.0,,0.0,,,2.0,Between 50 and 80 Kg/acr,merchant,,2.0,0.0,2.0,Upon delivery,,,6499654073362242560,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,True,0.2
340,86.0,Validated,2,2017-11-24 16:18:13,2.0,41.0,15.0,0.0,No,,0.0,0,0,0,6.0,2,4,6,2.0,509.0,0.0,1.0,0.0,1.0,1.0,2.0,2.0,sorghum,maize,1.0,0.0,0.0,3.0,0.0,1.0,0.0,170.0,0.0,0.0,0.0,0.0,,0.0,3.0,345.0,2.0,2.0,0.0,,0.0,,,2.0,Between 30 and 50 Kg/acr,market,1.0,2.0,0.0,2.0,Upon delivery,,,4552311051909390848,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,1.0
397,86.0,Validated,2,2017-11-24 16:16:02,0.0,70.0,10.0,0.0,No,,1.0,0,1,0,6.0,0,0,0,3.0,700.0,1.0,1.0,0.0,1.0,1.0,3.0,5.0,sorghum,maize,1.0,0.0,0.0,1.0,0.0,1.0,2.0,120.0,0.0,0.0,0.0,0.0,Yes,300.0,3.0,70.0,2.0,2.0,0.0,,0.0,,,2.0,Between 50 and 80 Kg/acr,market,0.0,2.0,0.0,2.0,Upon delivery,,,5225639405971905536,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0.0
398,86.0,Validated,2,2017-11-24 16:15:06,0.0,62.0,20.0,0.0,No,,2.0,0,1,0,10.0,2,3,4,1.0,1500.0,0.0,1.0,0.0,1.0,1.0,4.0,7.0,sorghum,maize,2.0,0.0,0.0,2.0,0.0,1.0,0.0,300.0,0.0,0.0,0.0,0.0,Yes,500.0,2.0,120.0,2.0,2.0,0.0,,0.0,,,2.0,Between 30 and 50 Kg/acr,market,1.0,2.0,0.0,2.0,Upon delivery,,,89271339643498208,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0.4
411,86.0,Validated,2,2017-11-24 16:12:16,2.0,47.0,20.0,0.0,No,,0.0,0,0,0,9.0,0,6,9,1.0,1500.0,0.0,1.0,0.0,1.0,1.0,2.0,6.0,sorghum,maize,2.0,0.0,1.0,3.0,0.0,1.0,0.0,370.0,5.0,0.0,0.0,0.0,,0.0,1.0,300.0,2.0,2.0,2.0,Between GHS 400 and 800/acr,1.0,2.0,1.0,2.0,Between 50 and 80 Kg/acr,merchant,0.0,2.0,0.0,2.0,Upon delivery,,,4752129141715389440,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,True,1.0
