nonunique_id,village_id,validation_status,accuracy,farmerDate,gender,age,years_farming,years_membership,literate,education_level,num_wives,wife_trades,wife_food_crops,wife_crafts,num_children,num_young_children,num_older_children,num_children_in_school,children_working,income,transportation,housing_material,access_electricity,access_drinking_water,access_healthcare,num_plots,total_acre,main_crop,secondary_crop,sorghum_acre,soybean_acre,has_bank_account,wants_credit,credit_from_coop,credit_from_third_party,credit_from_bank,loan_amount,loan_rate,has_bridge_loan,bridge_loan_amount,pledged_output,wants_standardized_credit,wants_standardized_credit_amount,input_use,input_cost,inputs_useful,interest_use_inputs,interest_insurance,capacity_to_pay_insurance,use_ag_services,ag_services_quality,ag_services_frequency,interest_ag_services,capacity_to_pay_ag_services,buyer_type,buyer_search_difficulty,last_price_sorghum,last_price_soybean,payment_delay,interest_rapid_payment,harvest_pickup_conditions,need_rapid_pickup,id,year_of_origin,remittance,nonfarm_income,livestock_income,govt_income,farm_maintenance_cost,energy_cost,household_cost,cash_at_start_of_season,bank_name,wants_bridge_loan,wants_bridge_loan_amount,second_cash_crop,second_cash_crop_price,third_cash_crop,third_cash_crop_price,total_ha,tractor,thresher,picker,rototiller,seeder,truck,motorpump,weeder,sprayer,harrower,cart,plough,rental_equipment_cost,has_loan,valid_children,fraction_in_school
20,10.0,Validated,2,2020-04-17 17:39:58,2.0,44.0,12.0,0.0,No,Not literate,1.0,1,0,0,7.0,1,6,4,4.0,600.0,2.0,1.0,0.0,0.0,0.0,1.0,,maize,soybean,,,,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,4.0,45.0,2.0,2.0,0.0,,1.0,0.0,1.0,0.0,,market,0.0,,4.0,2.0,Upon delivery,2.0,2.0,16181466528739399680,2020,200.0,20.0,80.0,0.0,60.0,40.0,60.0,240.0,,0.0,0.0,maize,2.0,peanut,4.0,0.4,Rented,Not used,Not used,Not used,Not used,Not used,Not used,Not used,Not used,Not used,Not used,Rented,80.0,0.0,True,0.5714285714285714
21,10.0,Validated,2,2020-04-17 17:11:01,2.0,22.0,25.0,0.0,No,Not literate,0.0,1,0,0,8.0,1,0,4,1.0,400.0,,1.0,0.0,0.0,0.0,2.0,,maize,soybean,,,,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,4.0,40.0,1.0,2.0,0.0,,0.0,0.0,0.0,0.0,,market,1.0,,4.0,2.0,Upon delivery,2.0,2.0,9105167311687306240,2020,0.0,0.0,100.0,0.0,200.0,50.0,50.0,100.0,,0.0,0.0,peanut,4.0,,0.0,0.8,Rented,Not used,Not used,Not used,Not used,Not used,Not used,Not used,Rented,Not used,Not used,Rented,160.0,0.0,True,0.5
22,10.0,Validated,2,2020-04-02 17:30:27,2.0,49.0,15.0,0.0,No,Not literate,1.0,0,1,0,10.0,1,9,5,1.0,500.0,,1.0,0.0,0.0,0.0,1.0,,soybean,peanut,,,,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,4.0,50.0,2.0,2.0,0.0,,1.0,0.0,3.0,0.0,,market,0.0,,4.0,2.0,Upon delivery,1.0,1.0,14134039628539029504,2020,150.0,150.0,0.0,0.0,0.0,50.0,50.0,200.0,,,0.0,maize,2.0,peanut,4.0,0.4,Rented,Not used,Not used,Not used,Not used,Not used,Not used,Not used,Rented,Rented,Not used,Rented,150.0,0.0,True,0.5
23,10.0,Validated,2,2020-04-02 16:28:54,2.0,39.0,13.0,0.0,No,Not literate,1.0,1,1,0,5.0,1,4,2,1.0,700.0,,1.0,0.0,0.0,0.0,1.0,,maize,soybean,,,,3.0,0.0,0.0,1.0,800.0,0.0,0.0,0.0,,,,4.0,40.0,2.0,2.0,0.0,,1.0,0.0,4.0,0.0,,market,0.0,,4.0,2.0,Upon delivery,2.0,2.0,10555662053286520832,2020,200.0,80.0,120.0,0.0,20.0,40.0,60.0,100.0,,0.0,0.0,maize,2.0,peanut,4.0,1.0,Rented,Not used,Not used,Not used,,Not used,Not used,Not used,Not used,Not used,Not used,Rented,160.0,,True,0.4
24,10.0,Validated,3,2020-04-02 16:12:29,2.0,31.0,8.0,0.0,No,Not literate,1.0,1,1,0,4.0,1,3,3,2.0,600.0,1.0,1.0,0.0,0.0,0.0,1.0,,soybean,,,,,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,4.0,100.0,2.0,2.0,0.0,,1.0,1.0,2.0,0.0,,market,0.0,,4.0,2.0,Upon delivery,2.0,2.0,9435675264714516480,2020,100.0,50.0,50.0,0.0,50.0,50.0,100.0,200.0,,0.0,0.0,peanut,4.0,maize,2.0,0.8,Rented,Not used,Not used,Not used,Not used,Not used,Not used,Not used,Not used,Not used,Not used,Rented,120.0,0.0,True,0.75
25,10.0,Validated,3,2020-04-02 16:03:00,0.0,66.0,28.0,0.0,No,Not literate,2.0,1,1,0,12.0,0,12,4,2.0,1200.0,3.0,1.0,0.0,0.0,0.0,3.0,,maize,soybean,,,,2.0,,,,0.0,0.0,0.0,0.0,,,,4.0,250.0,2.0,2.0,0.0,,1.0,0.0,4.0,0.0,,market,1.0,,4.0,2.0,Upon delivery,1.0,1.0,5764704276636148736,2020,300.0,200.0,200.0,0.0,100.0,0.0,120.0,480.0,,0.0,0.0,peanut,4.0,maize,2.0,3.0,Rented,Not used,Not used,Not used,Not used,Not used,Not used,Not used,Not used,Not used,Not used,Rented,250.0,0.0,True,0.3333333333333333
26,10.0,Validated,2,2020-04-02 15:43:53,0.0,39.0,16.0,0.0,No,Not literate,1.0,1,1,1,4.0,2,2,2,2.0,1400.0,3.0,1.0,0.0,0.0,0.0,3.0,,maize,soybean,,,,4.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,,,,4.0,400.0,2.0,2.0,0.0,,1.0,0.0,2.0,0.0,,market,0.0,,4.0,2.0,Upon delivery,2.0,2.0,4177572765861430784,2020,350.0,250.0,400.0,0.0,200.0,50.0,150.0,400.0,,0.0,0.0,maize,2.0,peanut,4.0,4.0,Rented,Not used,Not used,Not used,Not used,Not used,Not used,Not used,Owned,Rented,Not used,Rented,200.0,,True,0.5
27,10.0,Validated,2,2020-04-02 15:31:44,2.0,59.0,32.0,0.0,No,Not literate,1.0,1,1,1,8.0,0,8,3,4.0,750.0,,1.0,0.0,0.0,0.0,2.0,,soybean,peanut,,,,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,4.0,40.0,2.0,2.0,0.0,,1.0,0.0,4.0,0.0,,market,1.0,,4.0,,Upon delivery,2.0,2.0,4449166375569594880,2020,100.0,200.0,100.0,0.0,0.0,50.0,100.0,200.0,,0.0,600.0,maize,2.0,peanut,4.0,2.0,Rented,Not used,Not used,Not used,Not used,Not used,Not used,Not used,Rented,Not used,Not used,Rented,120.0,0.0,True,0.375
28,10.0,Validated,2,2020-04-02 15:17:24,2.0,37.0,14.0,0.0,No,Not literate,1.0,0,1,0,4.0,1,3,2,2.0,500.0,1.0,1.0,0.0,1.0,0.0,2.0,,soybean,peanut,,,,4.0,1.0,0.0,1.0,700.0,27.0,0.0,0.0,0.0,,,4.0,150.0,2.0,2.0,0.0,,0.0,0.0,,0.0,,merchant,1.0,,4.0,2.0,Upon delivery,2.0,0.0,3649835436270980096,2020,100.0,0.0,0.0,0.0,100.0,40.0,80.0,220.0,,0.0,0.0,peanut,4.0,maize,2.0,1.0,Rented,Not used,Not used,Not used,Not used,Not used,Not used,Not used,Borrowed,Not used,Not used,Rented,70.0,1.0,True,0.5
29,10.0,Validated,3,2020-04-02 12:23:48,2.0,39.0,16.0,0.0,Yes,Secondary,1.0,1,0,1,3.0,1,2,2,0.0,3000.0,3.0,1.0,0.0,1.0,0.0,2.0,,maize,soybean,,,,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,4.0,260.0,2.0,2.0,1.0,Above GHS 800/acr,1.0,0.0,4.0,0.0,,market,0.0,,4.0,2.0,Upon delivery,2.0,1.0,4181476306759744000,2020,200.0,200.0,300.0,0.0,50.0,50.0,100.0,500.0,,0.0,0.0,peanut,4.0,maize,3.0,3.0,Rented,Not used,Not used,Not used,Not used,Not used,Not used,Not used,Owned,Not used,Not used,Rented,250.0,0.0,True,0.6666666666666666
30,10.0,Validated,2,2020-04-02 12:01:11,2.0,58.0,26.0,0.0,No,Not literate,1.0,1,1,0,6.0,0,6,3,2.0,700.0,,1.0,0.0,1.0,0.0,1.0,,soybean,peanut,,,,3.0,0.0,0.0,0.0,800.0,0.0,0.0,0.0,0.0,,,4.0,40.0,2.0,2.0,0.0,,1.0,0.0,0.0,1.0,Between 5 and 15 Kg/ha,market,0.0,,4.0,2.0,Upon delivery,2.0,2.0,15460712264293890048,2020,200.0,200.0,0.0,0.0,100.0,50.0,50.0,200.0,,0.0,0.0,peanut,4.0,maize,3.0,0.8,Rented,Not used,Not used,Not used,Not used,Not used,Not used,Not used,Borrowed,Not used,Not used,Rented,100.0,,True,0.5
31,10.0,Validated,3,2020-04-02 11:48:32,0.0,54.0,24.0,0.0,No,Not literate,2.0,1,1,0,8.0,3,5,5,1.0,4000.0,3.0,1.0,0.0,0.0,0.0,4.0,,maize,soybean,,,,3.0,0.0,0.0,0.0,1500.0,0.0,0.0,0.0,0.0,,,4.0,300.0,2.0,2.0,0.0,,1.0,0.0,3.0,0.0,,market,1.0,,4.0,2.0,Upon delivery,2.0,2.0,15283053061445650432,2020,400.0,200.0,200.0,0.0,100.0,100.0,120.0,600.0,,0.0,0.0,peanut,4.0,maize,2.0,4.0,Rented,Not used,Not used,Not used,Not used,Not used,Not used,Not used,Owned,Not used,Not used,Rented,200.0,,True,0.625
32,10.0,Validated,2,2020-03-25 21:15:44,0.0,30.0,7.0,0.0,No,Not literate,0.0,0,0,0,0.0,0,0,0,,1600.0,3.0,1.0,0.0,0.0,0.0,3.0,,maize,soybean,,,,3.0,0.0,0.0,0.0,1600.0,0.0,0.0,0.0,0.0,,,4.0,260.0,2.0,2.0,0.0,,1.0,0.0,3.0,0.0,,market,1.0,,4.0,2.0,Upon delivery,2.0,1.0,4463998287216180224,2020,200.0,400.0,200.0,100.0,50.0,60.0,70.0,400.0,,0.0,0.0,peanut,4.0,maize,3.0,3.0,Rented,Not used,Not used,Not used,Not used,Not used,Not used,Not used,Owned,Not used,Not used,Rented,300.0,,True,
33,10.0,Validated,3,2020-03-25 20:55:50,2.0,41.0,18.0,0.0,No,Not literate,1.0,1,0,0,2.0,0,2,2,1.0,1000.0,1.0,1.0,0.0,0.0,0.0,2.0,,soybean,peanut,,,,4.0,0.0,0.0,0.0,2000.0,0.0,0.0,0.0,0.0,,,4.0,260.0,2.0,2.0,0.0,,1.0,0.0,0.0,0.0,,market,0.0,,4.0,2.0,Upon delivery,2.0,2.0,17736744594343899136,2020,300.0,200.0,0.0,0.0,80.0,50.0,70.0,300.0,,0.0,0.0,maize,2.0,peanut,4.0,1.0,Rented,Not used,Not used,Not used,Not used,Not used,Not used,Not used,Rented,Not used,Not used,Rented,250.0,,True,1.0
34,10.0,Validated,2,2020-03-25 19:58:35,2.0,45.0,23.0,0.0,No,Not literate,1.0,1,1,0,4.0,1,3,3,1.0,600.0,,1.0,0.0,1.0,0.0,1.0,,soybean,peanut,,,,3.0,0.0,0.0,0.0,800.0,0.0,0.0,0.0,0.0,,,4.0,200.0,2.0,2.0,0.0,,1.0,0.0,4.0,0.0,,market,0.0,,4.0,2.0,Upon delivery,2.0,2.0,7011843164670262272,2020,100.0,200.0,200.0,0.0,40.0,40.0,100.0,300.0,,0.0,0.0,peanut,4.0,maize,2.0,1.0,Rented,Not used,Not used,Not used,Not used,Not used,Not used,Not used,Rented,Not used,Not used,Rented,200.0,,True,0.75
35,10.0,Validated,2,2020-03-25 19:07:24,2.0,34.0,12.0,0.0,No,Not literate,1.0,1,1,0,3.0,1,2,2,0.0,690.0,,1.0,0.0,0.0,0.0,1.0,,soybean,peanut,,,,4.0,0.0,0.0,0.0,800.0,0.0,0.0,0.0,0.0,,,2.0,140.0,2.0,2.0,0.0,,1.0,0.0,0.0,0.0,,market,1.0,,4.0,2.0,Upon delivery,2.0,2.0,13831753735522889728,2020,100.0,120.0,0.0,0.0,140.0,0.0,0.0,250.0,,0.0,0.0,peanut,4.0,maize,3.0,0.4,Rented,Not used,Not used,Not used,Not used,Not used,Not used,Not used,Rented,Not used,Not used,Borrowed,80.0,,True,0.6666666666666666
36,10.0,Validated,2,2020-03-25 18:41:55,2.0,39.0,12.0,0.0,No,Not literate,1.0,1,1,0,4.0,1,3,3,1.0,1000.0,,1.0,0.0,0.0,0.0,1.0,,soybean,,,,,3.0,0.0,0.0,0.0,1500.0,0.0,0.0,0.0,0.0,,,4.0,0.0,1.0,2.0,0.0,,1.0,0.0,0.0,0.0,,market,0.0,,4.0,2.0,Upon delivery,2.0,2.0,11136943366394660864,2020,200.0,250.0,0.0,0.0,50.0,60.0,140.0,300.0,,,0.0,peanut,4.0,maize,3.0,0.4,Rented,Not used,Not used,Not used,Not used,Not used,Not used,Not used,Rented,Not used,Not used,Rented,120.0,,True,0.75
37,10.0,Validated,2,2020-03-25 17:59:24,2.0,44.0,16.0,0.0,No,Not literate,1.0,1,1,0,7.0,0,7,5,2.0,500.0,,0.0,0.0,0.0,0.0,1.0,,soybean,peanut,,,,4.0,1.0,0.0,0.0,700.0,26.0,0.0,0.0,0.0,,,4.0,0.0,2.0,2.0,0.0,,1.0,0.0,4.0,0.0,,market,0.0,,4.0,2.0,Upon delivery,2.0,2.0,685523935884368000,2020,50.0,50.0,0.0,0.0,40.0,20.0,80.0,200.0,,0.0,0.0,maize,2.0,peanut,4.0,0.8,Rented,Not used,Not used,Not used,Not used,Not used,Not used,Not used,Not used,Not used,Not used,Rented,0.0,1.0,True,0.7142857142857143
38,10.0,Validated,2,2020-04-06 15:20:47,2.0,51.0,20.0,0.0,No,Not literate,1.0,1,0,1,6.0,0,6,5,2.0,900.0,1.0,1.0,0.0,0.0,0.0,2.0,,soybean,peanut,,,,4.0,0.0,0.0,0.0,950.0,0.0,0.0,0.0,0.0,,,4.0,200.0,2.0,2.0,0.0,,1.0,0.0,3.0,0.0,,market,0.0,,4.0,2.0,Upon delivery,2.0,1.0,9224728157531023360,2020,100.0,200.0,90.0,0.0,250.0,60.0,80.0,340.0,,0.0,0.0,maize,2.0,peanut,4.0,1.0,Rented,Not used,Not used,Not used,Not used,Not used,Not used,Not used,Rented,Not used,Not used,Not used,140.0,,True,0.8333333333333334
39,10.0,Validated,2,2020-03-25 16:53:26,2.0,51.0,26.0,0.0,No,Not literate,1.0,1,1,0,6.0,0,6,4,1.0,1200.0,,1.0,0.0,0.0,0.0,2.0,,soybean,peanut,,,,4.0,0.0,0.0,0.0,2000.0,0.0,0.0,0.0,0.0,,,4.0,260.0,2.0,2.0,0.0,,1.0,0.0,4.0,0.0,,market,0.0,,5.0,2.0,Upon delivery,2.0,2.0,2478802580674345984,2020,200.0,150.0,250.0,0.0,100.0,60.0,80.0,360.0,,0.0,0.0,maize,3.0,peanut,5.0,1.0,Rented,Not used,Not used,Not used,Not used,Not used,Not used,Not used,Owned,Not used,Not used,Rented,270.0,,True,0.6666666666666666
40,10.0,Validated,2,2020-03-25 16:10:25,2.0,53.0,15.0,0.0,No,Not literate,1.0,1,1,0,6.0,1,0,5,,2000.0,3.0,1.0,0.0,0.0,0.0,2.0,,soybean,maize,,,,4.0,0.0,0.0,0.0,2500.0,0.0,0.0,0.0,0.0,,,4.0,260.0,2.0,2.0,2.0,Above GHS 800/acr,1.0,0.0,3.0,2.0,5 Kg/ha,merchant,0.0,,4.0,2.0,Upon delivery,2.0,2.0,8834990944432257024,2020,120.0,380.0,400.0,0.0,50.0,80.0,120.0,500.0,,0.0,0.0,peanut,3.0,peanut,4.0,2.0,Rented,Not used,Not used,Not used,Not used,Not used,Not used,Not used,Owned,Not used,Not used,Rented,0.0,,True,0.8333333333333334
41,10.0,Validated,2,2020-03-25 15:42:02,2.0,51.0,23.0,0.0,No,Not literate,1.0,1,1,0,5.0,0,5,4,2.0,1400.0,1.0,1.0,0.0,0.0,1.0,2.0,,peanut,soybean,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,4.0,250.0,2.0,2.0,0.0,,1.0,0.0,4.0,2.0,Between 5 and 15 Kg/ha,market,0.0,,4.0,2.0,Upon delivery,1.0,2.0,4385189637514874880,2020,100.0,210.0,0.0,0.0,50.0,50.0,90.0,400.0,,0.0,0.0,peanut,4.0,maize,3.0,1.0,Rented,Not used,Not used,Not used,Not used,Not used,Not used,Not used,Borrowed,Not used,Not used,Rented,200.0,0.0,True,0.8
42,10.0,Validated,2,2020-03-25 15:05:50,0.0,45.0,20.0,0.0,No,Not literate,2.0,1,1,0,8.0,2,6,6,1.0,2300.0,3.0,1.0,0.0,0.0,0.0,4.0,,maize,soybean,,,,3.0,0.0,0.0,0.0,5000.0,0.0,0.0,0.0,0.0,,,4.0,300.0,2.0,2.0,0.0,,1.0,0.0,0.0,0.0,,market,0.0,,4.0,2.0,Upon delivery,2.0,2.0,12665425715179180032,2020,200.0,400.0,260.0,0.0,140.0,60.0,160.0,500.0,,0.0,0.0,peanut,4.0,maize,2.0,4.0,Rented,Not used,Not used,Not used,Not used,Not used,Not used,Not used,Owned,Rented,Owned,Rented,250.0,,True,0.75
43,10.0,Validated,4,2020-03-25 14:43:36,0.0,28.0,6.0,0.0,No,Not literate,0.0,0,0,0,0.0,0,0,0,,1600.0,3.0,1.0,0.0,0.0,0.0,1.0,,soybean,maize,,,,3.0,0.0,0.0,0.0,4000.0,0.0,0.0,0.0,0.0,,,4.0,400.0,2.0,2.0,0.0,,1.0,0.0,0.0,0.0,,market,0.0,,4.0,2.0,Upon delivery,2.0,2.0,10413827698423019520,2020,200.0,100.0,300.0,0.0,50.0,100.0,150.0,400.0,,0.0,0.0,maize,2.0,peanut,4.0,1.0,Rented,Not used,Not used,Not used,Not used,Not used,Not used,Not used,Not used,Not used,Borrowed,Rented,260.0,,True,
44,10.0,Validated,2,2020-03-25 14:08:02,2.0,54.0,20.0,0.0,No,Not literate,1.0,1,1,0,6.0,0,6,5,1.0,2000.0,1.0,1.0,0.0,0.0,0.0,2.0,,peanut,soybean,,,,3.0,0.0,0.0,0.0,4000.0,0.0,0.0,0.0,0.0,,,4.0,250.0,2.0,2.0,0.0,,1.0,0.0,0.0,0.0,,market,0.0,,4.0,2.0,Upon delivery,2.0,2.0,17683705384393680896,2020,100.0,500.0,200.0,0.0,60.0,60.0,120.0,600.0,,0.0,0.0,peanut,4.0,maize,2.0,2.0,Rented,Not used,Not used,Not used,Not used,Not used,Not used,Not used,Rented,Not used,Not used,Rented,250.0,,True,0.8333333333333334
